enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
11305,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,6,,,1,166,1.0000
9070,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,5,500-999,Pvt Ltd,2,131,0.0000
23302,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,12,1.0000
17469,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,5,,,never,10,1.0000
13084,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Funded Startup,1,69,0.0000
18823,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10000+,Pvt Ltd,1,24,0.0000
20593,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,3,70,0.0000
30436,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Other,6,10000+,Pvt Ltd,1,12,0.0000
32957,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,4,1000-4999,Pvt Ltd,2,106,0.0000
31993,city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,Arts,16,,,>4,35,1.0000
15036,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,3,,,never,18,0.0000
6517,city_19,0.682,Male,No relevent experience,no_enrollment,Graduate,STEM,3,100-500,NGO,never,113,0.0000
15008,city_61,0.913,Male,No relevent experience,Full time course,Graduate,Other,1,,,1,112,0.0000
8299,city_103,0.92,,No relevent experience,Part time course,Graduate,STEM,10,10000+,Pvt Ltd,4,9,0.0000
3401,city_57,0.866,Male,Has relevent experience,Part time course,Graduate,STEM,4,50-99,,1,33,0.0000
29053,city_103,0.92,Male,No relevent experience,no_enrollment,Masters,Humanities,3,,,3,31,1.0000
21517,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,>4,28,0.0000
7299,city_138,0.836,Male,No relevent experience,no_enrollment,Primary School,,1,,,never,17,0.0000
19590,city_90,0.698,,Has relevent experience,Full time course,Masters,STEM,7,100-500,Pvt Ltd,2,38,0.0000
33237,city_114,0.926,Male,Has relevent experience,Part time course,Graduate,Arts,14,<10,Pvt Ltd,3,60,0.0000
29857,city_98,0.949,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,105,0.0000
2403,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,2,9,0.0000
14109,city_103,0.92,,Has relevent experience,Part time course,Graduate,STEM,11,100-500,Pvt Ltd,1,19,0.0000
2479,city_57,0.866,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,,,1,33,0.0000
32448,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,1,53,0.0000
9905,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,4,266,0.0000
27781,city_67,0.855,Male,No relevent experience,no_enrollment,High School,,<1,,,never,37,0.0000
14812,city_73,0.754,,No relevent experience,no_enrollment,Graduate,STEM,19,500-999,Pvt Ltd,>4,41,0.0000
18804,city_57,0.866,Male,Has relevent experience,Full time course,Masters,STEM,10,500-999,Pvt Ltd,1,163,0.0000
6508,city_115,0.789,,Has relevent experience,no_enrollment,Graduate,STEM,19,10000+,Pvt Ltd,>4,18,1.0000
3409,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Oct-49,Funded Startup,2,61,0.0000
10931,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,,,3,77,0.0000
20672,city_50,0.896,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,,,1,316,0.0000
30744,city_103,0.92,Male,No relevent experience,Full time course,High School,,<1,Oct-49,NGO,1,87,1.0000
11874,city_28,0.939,Male,No relevent experience,Full time course,Graduate,STEM,7,,,2,78,1.0000
3720,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,2,90,0.0000
8826,city_65,0.802,,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,41,0.0000
9923,city_136,0.897,Male,No relevent experience,no_enrollment,Masters,STEM,11,Oct-49,Pvt Ltd,4,106,0.0000
32937,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,16,50-99,Pvt Ltd,>4,146,0.0000
30134,city_136,0.897,,No relevent experience,no_enrollment,High School,,4,,,3,17,0.0000
13708,city_114,0.926,,No relevent experience,Full time course,Graduate,STEM,3,,,,17,1.0000
18086,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,Humanities,<1,50-99,Pvt Ltd,1,4,0.0000
24223,city_21,0.624,,Has relevent experience,Full time course,Masters,STEM,7,500-999,Pvt Ltd,1,35,1.0000
23712,city_143,0.74,Male,No relevent experience,no_enrollment,Masters,STEM,14,1000-4999,NGO,3,96,0.0000
3292,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Funded Startup,1,50,0.0000
28306,city_99,0.915,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,5000-9999,Public Sector,1,113,0.0000
1934,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,7,Oct-49,Funded Startup,2,151,1.0000
32818,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,Other,2,Oct-49,Pvt Ltd,1,40,0.0000
32065,city_173,0.878,Male,Has relevent experience,no_enrollment,High School,,6,50-99,Pvt Ltd,1,29,1.0000
30469,city_50,0.896,Male,Has relevent experience,no_enrollment,Masters,STEM,18,,,1,92,0.0000
23154,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,29,0.0000
23487,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,,,never,42,0.0000
17737,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,2,38,1.0000
19629,city_136,0.897,,No relevent experience,Part time course,Masters,STEM,7,Oct-49,,1,16,0.0000
15096,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,17,,,>4,10,1.0000
67,city_16,0.91,,Has relevent experience,no_enrollment,Phd,Arts,10,<10,NGO,1,17,0.0000
12894,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,4,50-99,Funded Startup,1,52,0.0000
5267,city_105,0.794,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,2,17,0.0000
13093,city_100,0.887,,No relevent experience,no_enrollment,High School,,4,,,never,148,0.0000
32611,city_138,0.836,Male,No relevent experience,,High School,,9,,,never,36,0.0000
343,city_103,0.92,Male,Has relevent experience,Full time course,High School,,4,,,1,116,0.0000
22084,city_114,0.926,Male,No relevent experience,no_enrollment,High School,,9,,,never,13,0.0000
19214,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,3,50-99,Pvt Ltd,never,168,1.0000
23398,city_36,0.893,,Has relevent experience,no_enrollment,Masters,STEM,15,50-99,Funded Startup,1,45,0.0000
27503,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,9,1000-4999,Pvt Ltd,2,139,0.0000
29444,city_103,0.92,Male,No relevent experience,no_enrollment,Phd,STEM,10,50-99,Public Sector,1,10,1.0000
18277,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Business Degree,>20,10000+,Pvt Ltd,>4,18,0.0000
664,city_114,0.926,,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,4,56,0.0000
21101,city_57,0.866,Male,No relevent experience,Full time course,Graduate,STEM,2,,,1,42,0.0000
20929,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,5,100-500,Pvt Ltd,2,11,1.0000
28882,city_75,0.939,Male,Has relevent experience,no_enrollment,Masters,Business Degree,>20,,,1,25,1.0000
10566,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,15,10000+,Pvt Ltd,2,156,1.0000
26717,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,>4,24,0.0000
23306,city_21,0.624,Male,No relevent experience,Full time course,High School,,7,,,never,17,1.0000
26991,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,Oct-49,Early Stage Startup,1,15,0.0000
10743,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,No Major,2,50-99,Pvt Ltd,1,31,0.0000
20366,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,9,100-500,Pvt Ltd,1,24,1.0000
25400,city_61,0.913,,No relevent experience,Full time course,High School,,2,,,never,32,0.0000
23058,city_160,0.92,Female,No relevent experience,no_enrollment,Graduate,Humanities,2,,,1,75,1.0000
6541,city_64,0.666,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,,,>4,5,0.0000
2243,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,50-99,Pvt Ltd,never,58,0.0000
29656,city_116,0.743,Male,Has relevent experience,no_enrollment,Graduate,Arts,3,,,never,9,1.0000
28364,city_16,0.91,Male,Has relevent experience,Full time course,Graduate,STEM,3,Oct-49,Pvt Ltd,1,65,0.0000
18602,city_74,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,Oct-49,Pvt Ltd,1,21,1.0000
1956,city_21,0.624,,Has relevent experience,Full time course,Masters,STEM,2,<10,Pvt Ltd,2,102,0.0000
25537,city_104,0.924,Male,Has relevent experience,no_enrollment,High School,,>20,1000-4999,Pvt Ltd,2,83,0.0000
9730,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,,,2,20,1.0000
21221,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,3,64,0.0000
1911,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,<10,Pvt Ltd,2,36,1.0000
12428,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,2,9,1.0000
14858,city_114,0.926,,No relevent experience,Part time course,Graduate,STEM,<1,1000-4999,Pvt Ltd,,7,0.0000
10451,city_21,0.624,,No relevent experience,,,,5,,,never,45,1.0000
7291,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,4,23,0.0000
888,city_160,0.92,,No relevent experience,Full time course,Graduate,STEM,5,,,1,117,1.0000
8961,city_74,0.579,Male,No relevent experience,no_enrollment,Graduate,Other,6,100-500,Pvt Ltd,2,5,0.0000
30938,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,9,500-999,Funded Startup,2,80,0.0000
31314,city_103,0.92,,No relevent experience,Full time course,Graduate,STEM,2,<10,Early Stage Startup,2,81,0.0000
1944,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,4,<10,Early Stage Startup,1,23,1.0000
25501,city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,5,,,1,96,1.0000
29458,city_71,0.884,Male,No relevent experience,Full time course,Graduate,STEM,4,,,1,64,1.0000
4241,city_160,0.92,Male,No relevent experience,Full time course,High School,,5,,,1,17,1.0000
32998,city_28,0.939,Male,No relevent experience,no_enrollment,Graduate,Business Degree,14,1000-4999,Pvt Ltd,>4,100,0.0000
27914,city_28,0.939,Male,No relevent experience,Part time course,High School,,2,Oct-49,Pvt Ltd,1,90,0.0000
15528,city_173,0.878,Male,Has relevent experience,no_enrollment,Primary School,,5,5000-9999,Pvt Ltd,2,74,0.0000
31430,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,13,0.0000
4574,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,>4,72,0.0000
8603,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,7,,,>4,32,1.0000
29514,city_104,0.924,Male,No relevent experience,Full time course,Graduate,STEM,4,,,1,96,1.0000
10867,city_114,0.926,,No relevent experience,,High School,,2,,,never,60,0.0000
21252,city_106,0.698,Male,No relevent experience,Part time course,Graduate,STEM,5,,,3,22,1.0000
9,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,2,1.0000
23585,city_159,0.843,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,500-999,Pvt Ltd,>4,123,0.0000
3940,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,7,50-99,Pvt Ltd,2,180,0.0000
28426,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1,19,0.0000
31486,city_69,0.856,Male,Has relevent experience,Part time course,Graduate,STEM,3,50-99,Pvt Ltd,2,182,1.0000
18143,city_41,0.827,Male,Has relevent experience,Part time course,Graduate,STEM,4,50-99,,2,92,0.0000
18583,city_162,0.767,,Has relevent experience,Part time course,Graduate,STEM,8,100-500,NGO,1,24,0.0000
26290,city_103,0.92,Female,No relevent experience,Part time course,High School,,4,,,1,74,1.0000
1119,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,100-500,Pvt Ltd,1,88,0.0000
16002,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,8,50-99,Pvt Ltd,4,79,0.0000
13676,city_165,0.903,Male,Has relevent experience,no_enrollment,Masters,STEM,8,100-500,Pvt Ltd,3,55,0.0000
27859,city_160,0.92,,No relevent experience,no_enrollment,Graduate,Business Degree,4,50-99,Funded Startup,1,23,0.0000
15262,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,Oct-49,Funded Startup,2,18,0.0000
21582,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,,,>4,131,1.0000
29141,city_64,0.666,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,<10,Pvt Ltd,1,98,1.0000
13812,city_10,0.895,Male,No relevent experience,no_enrollment,Phd,STEM,>20,100-500,Public Sector,>4,24,0.0000
25490,city_23,0.899,Male,Has relevent experience,Full time course,High School,,2,Oct-49,Pvt Ltd,never,25,0.0000
2435,city_100,0.887,Male,Has relevent experience,no_enrollment,High School,,17,100-500,Pvt Ltd,1,133,0.0000
18326,city_21,0.624,,No relevent experience,no_enrollment,Graduate,STEM,2,,,2,25,1.0000
32146,city_16,0.91,Male,No relevent experience,no_enrollment,Masters,STEM,8,1000-4999,Pvt Ltd,1,33,0.0000
23320,city_21,0.624,,No relevent experience,Full time course,Masters,STEM,1,,,1,82,1.0000
27777,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,,82,1.0000
15669,city_145,0.555,,Has relevent experience,Full time course,Graduate,STEM,4,,,never,2,1.0000
26348,city_40,0.776,Male,Has relevent experience,no_enrollment,High School,,13,50-99,Pvt Ltd,1,10,0.0000
32176,city_103,0.92,Other,No relevent experience,Part time course,Graduate,STEM,2,<10,Other,2,45,1.0000
16257,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,No Major,16,,,3,58,0.0000
15667,city_114,0.926,Male,Has relevent experience,,Graduate,STEM,10,10000+,Pvt Ltd,1,262,0.0000
25232,city_16,0.91,,Has relevent experience,,,,15,,,never,9,0.0000
32684,city_91,0.691,Male,Has relevent experience,,Graduate,Humanities,11,,,1,20,1.0000
19207,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,9,100-500,Funded Startup,4,36,0.0000
3461,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,100-500,Pvt Ltd,>4,45,0.0000
17573,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,13,100-500,Pvt Ltd,3,28,0.0000
26299,city_136,0.897,Male,No relevent experience,Part time course,Graduate,STEM,3,,,1,23,0.0000
25172,city_173,0.878,,No relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,106,0.0000
13018,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,10000+,Pvt Ltd,>4,4,0.0000
13359,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,7,5000-9999,Pvt Ltd,>4,7,1.0000
16609,city_16,0.91,Female,Has relevent experience,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,1,4,0.0000
31682,city_67,0.855,Male,Has relevent experience,Full time course,Graduate,STEM,6,50-99,Pvt Ltd,2,12,0.0000
12073,city_145,0.555,Male,Has relevent experience,no_enrollment,Graduate,Arts,2,100-500,Early Stage Startup,1,20,0.0000
14219,city_73,0.754,,Has relevent experience,Part time course,Masters,STEM,13,50-99,Pvt Ltd,1,37,1.0000
28966,city_89,0.925,Male,No relevent experience,no_enrollment,Masters,STEM,13,100-500,Funded Startup,1,292,0.0000
4698,city_84,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,,,1,68,0.0000
29801,city_73,0.754,Male,No relevent experience,Part time course,Graduate,STEM,5,,,1,80,1.0000
10467,city_45,0.89,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Public Sector,>4,42,0.0000
29160,city_71,0.884,Male,No relevent experience,Part time course,Masters,STEM,5,,,1,23,1.0000
18844,city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,>4,47,0.0000
21882,city_138,0.836,Male,Has relevent experience,no_enrollment,Masters,STEM,11,10000+,Pvt Ltd,1,8,0.0000
21404,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,1,20,0.0000
32093,city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,3,Oct-49,Funded Startup,1,152,0.0000
11012,city_73,0.754,Male,Has relevent experience,no_enrollment,High School,,>20,,,never,112,0.0000
30566,city_141,0.763,,No relevent experience,no_enrollment,High School,,<1,,,never,28,0.0000
4430,city_143,0.74,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,<10,Pvt Ltd,2,57,0.0000
8638,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Funded Startup,3,24,0.0000
16788,city_109,0.701,,No relevent experience,no_enrollment,,,<1,,,never,112,0.0000
19574,city_28,0.939,Male,Has relevent experience,Full time course,Graduate,STEM,8,10000+,,>4,68,0.0000
16115,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,,,2,104,0.0000
17863,city_99,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,94,1.0000
17942,city_67,0.855,Female,Has relevent experience,Full time course,Graduate,STEM,8,50-99,Pvt Ltd,2,66,0.0000
21207,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,5,50-99,Pvt Ltd,2,56,0.0000
19804,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,10,5000-9999,Pvt Ltd,1,23,0.0000
3080,city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,9,10000+,Pvt Ltd,4,90,0.0000
18439,city_114,0.926,Male,Has relevent experience,no_enrollment,High School,,5,<10,Pvt Ltd,never,6,0.0000
17564,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,2,63,0.0000
14094,city_65,0.802,Male,Has relevent experience,Part time course,High School,,11,<10,Pvt Ltd,1,55,0.0000
29548,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,98,0.0000
1868,city_162,0.767,Female,Has relevent experience,no_enrollment,Graduate,STEM,7,Oct-49,Pvt Ltd,1,17,1.0000
1646,city_21,0.624,,Has relevent experience,Full time course,Masters,STEM,6,1000-4999,Pvt Ltd,1,7,0.0000
12501,city_21,0.624,Male,No relevent experience,no_enrollment,Masters,STEM,15,5000-9999,Pvt Ltd,>4,46,1.0000
33082,city_114,0.926,,Has relevent experience,no_enrollment,,,6,Oct-49,Pvt Ltd,1,52,0.0000
22159,city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,12,1000-4999,Pvt Ltd,1,51,0.0000
20406,city_21,0.624,,No relevent experience,Part time course,High School,,1,,,never,232,0.0000
4638,city_11,0.55,Male,Has relevent experience,Part time course,High School,,4,,,1,32,1.0000
33084,city_74,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Funded Startup,2,90,0.0000
22267,city_138,0.836,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,24,0.0000
27486,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,10,,,never,10,0.0000
445,city_162,0.767,Female,Has relevent experience,no_enrollment,Graduate,STEM,11,500-999,Pvt Ltd,>4,26,0.0000
30337,city_21,0.624,Male,No relevent experience,Full time course,High School,,3,,,never,151,1.0000
21311,city_21,0.624,Female,No relevent experience,no_enrollment,Masters,STEM,<1,Oct-49,Pvt Ltd,1,6,1.0000
10964,city_114,0.926,Male,No relevent experience,Full time course,High School,,3,,,never,29,0.0000
28510,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,1000-4999,Pvt Ltd,1,30,0.0000
21481,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,3,164,1.0000
9235,city_21,0.624,Male,No relevent experience,,Graduate,STEM,3,,,1,42,0.0000
11975,city_114,0.926,Male,Has relevent experience,no_enrollment,High School,,8,50-99,Pvt Ltd,>4,41,0.0000
1871,city_21,0.624,,Has relevent experience,Full time course,Masters,STEM,3,50-99,Pvt Ltd,1,79,0.0000
22483,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,92,0.0000
18031,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,,,>4,35,1.0000
28811,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,,,1,134,1.0000
26049,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,1,,,never,176,1.0000
7523,city_67,0.855,Male,No relevent experience,Full time course,High School,,7,,,never,89,0.0000
30321,city_36,0.893,Male,No relevent experience,Full time course,Graduate,STEM,11,10000+,Pvt Ltd,1,16,0.0000
10780,city_102,0.804,Male,No relevent experience,no_enrollment,,,2,,,never,74,0.0000
6885,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,2,39,0.0000
24855,city_115,0.789,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Public Sector,1,4,0.0000
15314,city_1,0.847,Male,No relevent experience,Full time course,Graduate,STEM,5,100-500,Pvt Ltd,1,13,0.0000
27500,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,2,55,0.0000
7936,city_97,0.925,Male,Has relevent experience,no_enrollment,Masters,STEM,8,10000+,Pvt Ltd,2,124,0.0000
21405,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,,,1,8,0.0000
22432,city_123,0.738,Male,Has relevent experience,no_enrollment,Masters,STEM,10,5000-9999,Pvt Ltd,>4,55,0.0000
7781,city_162,0.767,Male,No relevent experience,Full time course,High School,,7,,,1,12,0.0000
20524,city_50,0.896,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,1,21,0.0000
24615,city_103,0.92,Female,No relevent experience,no_enrollment,Phd,STEM,17,100-500,NGO,4,16,0.0000
20455,city_21,0.624,,No relevent experience,Full time course,High School,,9,,,1,68,1.0000
31515,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Oct-49,Pvt Ltd,>4,110,0.0000
10315,city_75,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,14,10000+,Pvt Ltd,1,82,0.0000
22588,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,No Major,>20,100-500,Pvt Ltd,1,39,0.0000
24086,city_57,0.866,Male,No relevent experience,no_enrollment,Graduate,STEM,10,,,1,50,0.0000
6725,city_128,0.527,,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,4,36,1.0000
20820,city_114,0.926,,Has relevent experience,no_enrollment,Graduate,STEM,16,100-500,Pvt Ltd,>4,8,1.0000
23250,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10000+,Pvt Ltd,4,35,0.0000
7935,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,<1,,,1,41,0.0000
13568,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,500-999,Pvt Ltd,2,17,0.0000
1477,city_162,0.767,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,1,34,0.0000
9019,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Arts,4,Oct-49,Pvt Ltd,3,87,0.0000
19257,city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,Business Degree,18,,,>4,38,0.0000
738,city_23,0.899,,Has relevent experience,Part time course,High School,,10,10000+,Public Sector,>4,66,0.0000
30620,city_138,0.836,Male,Has relevent experience,Part time course,Graduate,STEM,10,1000-4999,Pvt Ltd,2,47,0.0000
25836,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Business Degree,16,<10,Pvt Ltd,1,42,0.0000
16506,city_36,0.893,Male,Has relevent experience,Part time course,Graduate,STEM,13,1000-4999,Pvt Ltd,2,10,0.0000
9520,city_36,0.893,Male,Has relevent experience,no_enrollment,Masters,STEM,10,<10,Pvt Ltd,1,188,0.0000
19010,city_41,0.827,Male,Has relevent experience,Full time course,Graduate,STEM,6,5000-9999,,1,170,1.0000
5668,city_105,0.794,Male,No relevent experience,Full time course,Graduate,STEM,1,,,never,78,0.0000
6516,city_102,0.804,,Has relevent experience,Full time course,High School,,6,500-999,Pvt Ltd,never,6,0.0000
2473,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,100-500,NGO,2,138,0.0000
2388,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,4,,,1,4,1.0000
24139,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,6,500-999,Pvt Ltd,2,155,1.0000
11535,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,3,10000+,Pvt Ltd,2,38,0.0000
27407,city_98,0.949,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,1,45,0.0000
30612,city_103,0.92,Male,No relevent experience,Full time course,High School,,7,,,never,200,0.0000
3430,city_152,0.698,,No relevent experience,,High School,,2,,,never,43,0.0000
8236,city_100,0.887,,No relevent experience,Full time course,Graduate,STEM,5,,,never,14,0.0000
21060,city_138,0.836,Male,No relevent experience,Full time course,Graduate,STEM,8,500-999,Pvt Ltd,1,7,0.0000
29272,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,5,10000+,Pvt Ltd,1,12,1.0000
2301,city_100,0.887,Male,Has relevent experience,Part time course,Graduate,STEM,8,50-99,Pvt Ltd,1,28,0.0000
14054,city_114,0.926,Male,No relevent experience,no_enrollment,,,>20,<10,Pvt Ltd,never,60,0.0000
31081,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,,,1,122,1.0000
22286,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,19,,,2,34,0.0000
19853,city_114,0.926,,Has relevent experience,no_enrollment,High School,,5,1000-4999,,never,102,0.0000
20537,city_61,0.913,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,>4,53,0.0000
23893,city_65,0.802,Female,No relevent experience,no_enrollment,Masters,STEM,14,,,1,11,1.0000
8680,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,500-999,Pvt Ltd,2,17,0.0000
